code_module,code_presentation,gender,region,highest_education,imd_band,age_band,disability,total_dataplus_clicks,total_dualpane_clicks,total_external_quiz_clicks,total_folder_clicks,total_forum_clicks,total_glossary_clicks,total_homepage_clicks,total_hrml_clicks,total_collaborate_clicks,total_content_clicks,total_elluminate_clicks,total_wiki_clicks,total_page_clicks,total_questionnaire_clicks,total_quiz_clicks,total_repeated_clicks,total_resource_clicks,total_shared_clicks,total_subpage_clicks,total_url_clicks,total_activities,total_clicks,label
1,2,0,8,0,2,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,2,1,7,7,Fail
1,2,0,1,2,8,0,0,1,204,67,1,1,0,1,136,0,314,0,0,20,0,1,0,0,70,1,162,140,979,Pass
1,2,1,4,1,8,0,0,0,21,30,2,0,0,0,130,0,122,0,0,19,0,1,0,0,88,1,16,82,430,Distinction
1,2,0,12,0,2,0,0,0,36,24,1,1,0,0,294,1,213,0,1,7,0,0,0,0,77,2,20,103,677,Pass
1,2,0,5,2,4,0,1,1,6,24,1,1,0,0,886,0,224,2,0,7,0,0,0,0,108,0,3,87,1263,Pass
1,2,0,5,2,0,0,0,1,1,0,1,1,0,1,0,0,5,1,0,0,0,0,0,0,0,1,1,9,13,Fail
1,2,0,10,2,2,1,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,7,7,Withdrawn
1,2,0,1,0,1,0,0,0,18,4,1,1,0,1,164,0,134,0,0,3,0,0,0,0,126,2,12,68,466,Fail
1,2,0,1,0,3,1,0,0,18,14,0,2,0,1,1321,0,277,0,0,11,0,0,0,0,76,2,23,98,1745,Pass
1,2,0,1,2,4,0,0,1,2,1,1,1,0,1,35,0,29,1,0,0,0,0,0,0,31,1,1,30,105,Withdrawn
1,2,1,3,0,4,1,0,0,1,0,1,1,0,0,0,1,3,1,0,0,0,0,0,0,1,2,2,12,13,Withdrawn
1,2,0,8,2,3,0,0,1,36,10,1,1,0,0,1,0,51,0,0,8,1,0,0,0,71,1,37,62,219,Withdrawn
1,2,1,0,2,8,1,0,1,10,2,1,1,1,0,41,0,13,0,1,0,0,1,0,0,22,1,7,26,102,Withdrawn
1,2,0,6,1,0,0,0,1,41,9,1,1,0,1,281,0,63,0,1,0,0,0,0,0,2,1,18,34,420,Fail
1,2,0,6,0,1,0,0,0,6,0,1,1,0,0,1,0,20,0,1,4,0,0,0,0,55,2,2,21,93,Pass
1,2,0,1,0,6,0,0,0,18,1,1,1,0,1,10,0,34,0,0,15,0,0,0,0,66,2,15,37,164,Pass
1,2,0,11,0,9,0,0,0,38,8,1,1,0,0,33,0,167,0,0,35,0,0,1,1,174,2,34,84,495,Pass
1,2,0,11,0,3,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1,7,7,Withdrawn
1,2,1,2,0,4,0,0,0,15,1,2,0,0,0,478,0,216,1,0,15,0,0,0,0,104,2,12,83,846,Distinction
1,2,0,5,1,6,1,0,0,18,3,0,2,0,0,64,0,42,1,0,11,0,0,0,0,71,1,8,44,221,Pass
1,2,0,6,2,7,1,0,1,33,34,0,2,0,0,1532,4,187,0,1,26,1,0,0,0,58,1,26,93,1906,Fail
1,2,0,6,0,7,0,0,0,34,81,1,1,0,0,1179,6,467,0,1,50,1,0,0,0,73,2,20,135,1916,Distinction
1,2,0,10,2,2,1,1,1,22,68,0,2,0,0,1495,3,351,0,1,12,0,0,1,0,53,0,36,103,2045,Pass
1,2,0,9,0,5,1,0,0,61,27,0,2,0,0,943,0,289,0,2,63,0,1,0,0,79,2,71,115,1540,Distinction
1,2,0,8,2,6,0,1,1,35,25,1,1,0,0,9,0,107,0,0,15,1,0,0,0,64,0,6,49,265,Fail
1,2,0,1,0,8,1,0,0,37,13,0,2,0,1,106,0,105,0,0,20,0,1,0,0,76,2,13,80,376,Pass
1,2,0,5,2,4,0,0,1,6,1,1,1,0,0,50,0,29,2,0,0,0,0,0,0,21,1,1,16,114,Withdrawn
1,2,1,10,1,8,0,0,0,23,8,2,0,0,0,276,1,162,0,0,22,0,1,1,0,85,1,13,87,595,Pass
1,2,0,1,2,3,1,0,1,36,14,0,2,0,1,125,0,94,0,0,14,0,0,0,0,74,1,19,67,381,Pass
1,2,0,0,2,6,0,0,1,46,56,1,1,1,0,373,0,282,0,0,33,0,0,0,0,100,1,20,116,915,Distinction
1,2,0,11,0,0,0,0,0,25,3,1,1,0,1,3,0,36,0,0,7,0,0,0,1,69,2,12,41,161,Pass
1,2,0,10,2,6,0,0,1,15,3,1,1,0,0,53,0,53,0,0,14,0,0,1,0,77,1,19,50,239,Pass
1,2,0,6,2,3,0,1,1,19,18,1,1,0,0,19,0,107,0,1,5,0,0,0,0,78,0,8,53,258,Fail
1,2,0,12,2,3,0,0,1,18,7,1,1,0,0,18,4,23,0,0,37,0,0,0,0,45,1,2,44,158,Fail
1,2,0,3,2,5,0,0,1,27,8,1,1,0,0,0,1,18,0,1,0,0,0,0,0,0,1,8,18,67,Withdrawn
1,2,0,8,2,6,0,0,1,13,1,1,1,0,0,8,0,47,0,0,2,1,0,0,0,27,1,5,32,108,Fail
1,2,0,5,0,8,1,0,0,77,32,0,2,0,0,2388,0,332,1,0,102,0,1,0,0,84,2,21,127,3042,Pass
1,2,0,2,2,5,1,0,1,9,3,0,2,0,0,8,0,13,0,1,2,0,0,0,0,34,1,5,26,79,Withdrawn
1,2,0,8,2,5,0,0,1,31,3,1,1,0,0,13,0,50,0,1,32,1,0,0,0,49,1,18,50,202,Pass
1,2,0,1,2,4,0,0,1,1,0,1,1,0,1,0,0,3,1,0,0,0,0,0,0,1,1,1,10,12,Fail
1,2,0,9,2,2,0,0,1,4,3,1,1,0,0,9,1,20,0,1,24,0,1,0,0,26,1,2,21,95,Withdrawn
1,2,0,7,0,5,0,0,0,6,2,1,1,0,0,112,0,92,0,1,5,0,0,0,0,66,2,1,41,289,Distinction
1,2,0,9,2,3,0,0,1,24,2,1,1,0,0,22,0,77,0,0,19,0,1,0,0,94,1,9,72,252,Pass
1,2,0,0,0,8,0,0,0,45,14,1,1,1,0,12,0,89,0,0,7,0,1,0,0,27,2,23,40,223,Withdrawn
1,2,0,2,0,1,1,0,0,143,176,0,2,0,0,1372,0,1080,0,0,51,0,0,0,0,99,2,97,153,3022,Pass
1,2,0,6,1,4,0,0,0,11,1,1,1,0,0,2,0,21,1,1,19,0,0,0,0,50,1,4,33,113,Fail
1,2,0,11,0,5,0,0,0,24,6,1,1,0,0,29,0,96,0,1,11,0,0,0,1,69,2,90,60,331,Pass
1,2,0,0,2,5,0,0,1,16,5,1,1,1,0,75,0,77,0,1,26,0,0,0,0,97,1,21,61,323,Pass
1,2,0,12,0,0,0,0,0,1,0,1,1,0,1,0,0,3,0,0,0,0,0,0,0,1,2,1,9,11,Withdrawn
1,2,0,2,0,5,0,0,0,12,11,1,1,0,0,11,0,41,0,1,11,0,0,0,0,68,2,5,49,164,Pass
1,2,0,10,2,3,0,0,1,38,14,1,1,0,0,59,0,98,0,0,9,0,0,1,0,52,1,22,45,297,Pass
1,2,0,6,1,6,1,1,1,218,100,0,2,0,0,7094,24,3830,0,1,40,0,0,0,0,99,0,140,170,11549,Pass
1,2,0,5,0,4,0,1,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,1,1,1,7,7,Withdrawn
1,2,0,11,0,0,0,0,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,8,9,Withdrawn
1,2,1,11,0,9,0,0,0,26,4,2,0,0,0,0,0,30,0,0,0,0,0,1,1,36,2,12,29,114,Fail
1,2,0,1,2,3,1,0,1,26,4,0,2,0,1,47,0,65,0,0,19,0,0,0,0,122,1,12,64,300,Pass
1,2,0,12,1,8,0,0,0,71,26,1,1,0,0,529,0,191,0,0,41,0,1,0,0,81,1,46,112,989,Pass
1,2,0,0,0,4,1,0,0,3,8,0,2,1,0,40,0,43,1,0,0,0,0,0,0,70,2,2,38,172,Fail
1,2,0,12,2,0,0,0,1,4,0,1,1,0,1,158,0,111,0,0,5,0,0,0,0,53,1,1,61,337,Pass
1,2,0,0,3,2,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,7,7,Withdrawn
1,2,0,6,1,5,0,0,0,13,3,1,1,0,0,49,0,109,0,2,44,0,0,0,0,72,1,10,70,305,Pass
1,2,0,0,3,3,0,0,0,16,2,1,1,1,0,29,0,26,0,0,17,0,0,0,0,37,1,5,30,136,Pass
1,2,0,12,2,0,1,0,1,22,3,0,2,0,1,48,0,34,0,1,16,0,0,0,0,110,1,12,49,251,Fail
1,2,0,8,0,9,1,0,0,21,17,0,2,0,0,241,0,104,0,0,18,1,0,1,0,67,2,19,77,493,Distinction
1,2,0,9,0,2,0,0,0,5,11,1,1,0,0,11,1,46,0,2,9,0,1,0,0,62,2,1,36,153,Pass
1,2,1,9,1,7,1,0,0,218,49,1,1,0,0,215,0,314,0,0,25,1,1,0,0,103,1,136,125,1065,Distinction
1,2,0,4,2,2,0,0,1,84,38,1,1,0,0,654,2,257,0,0,40,0,0,0,0,109,1,49,136,1237,Distinction
1,2,0,5,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2,7,7,Fail
1,2,0,12,2,8,0,0,1,1,1,1,1,0,0,13,0,23,0,0,1,0,1,0,0,26,1,1,25,71,Withdrawn
1,2,0,10,2,1,0,0,1,12,12,1,1,0,0,21,0,58,0,0,1,0,0,1,0,76,1,8,51,193,Pass
1,2,0,0,2,6,1,0,2,84,94,0,2,1,0,3044,0,717,0,1,23,0,0,0,0,120,1,34,131,4123,Distinction
1,2,0,10,2,2,1,0,1,0,0,0,2,0,0,0,1,8,0,0,0,0,0,1,0,31,1,1,13,46,Fail
1,2,0,7,2,3,1,0,1,32,87,0,2,0,0,702,2,335,0,0,93,0,0,0,0,162,1,27,132,1444,Pass
1,2,0,7,1,6,1,0,0,60,53,0,2,0,0,102,0,166,0,0,23,0,0,0,0,136,1,48,83,591,Pass
1,2,0,10,0,4,1,0,0,2,1,0,2,0,0,54,0,27,1,0,3,0,0,1,0,0,2,2,25,95,Fail
1,2,1,7,2,6,1,0,1,15,2,1,1,0,0,6,0,66,0,0,2,0,0,0,0,36,1,9,36,140,Withdrawn
1,2,0,3,1,2,0,0,0,80,33,1,1,0,0,473,2,171,0,0,35,0,0,0,0,121,1,11,66,929,Pass
1,2,0,7,2,7,1,0,1,1,3,0,2,0,0,59,0,58,0,0,25,1,0,0,0,83,1,0,46,234,Pass
1,2,0,5,2,0,0,0,1,13,1,1,1,0,1,24,0,28,1,0,0,0,0,0,0,14,1,10,23,96,Withdrawn
1,2,0,5,2,0,0,0,1,20,3,1,1,0,1,106,0,50,1,1,19,0,0,0,0,47,1,22,49,274,Withdrawn
1,2,1,11,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,7,7,Withdrawn
1,2,0,6,1,5,0,0,0,65,29,1,1,0,0,241,0,186,0,2,19,0,0,0,0,73,1,60,84,678,Distinction
1,2,0,10,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,2,1,7,7,Fail
1,2,0,1,2,7,0,0,1,31,7,1,1,0,1,151,2,47,0,0,2,1,0,0,0,53,1,5,46,304,Fail
1,2,0,0,0,5,0,1,0,28,6,1,1,1,0,24,0,16,0,1,0,0,0,0,0,17,1,2,22,98,Fail
1,2,0,12,0,0,0,0,0,48,32,1,1,0,1,16,0,92,0,0,25,0,0,0,0,78,2,25,69,321,Fail
1,2,0,0,0,3,0,0,0,3,8,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,2,1,11,19,Fail
1,2,0,1,2,2,0,0,1,16,4,1,1,0,1,9,1,43,0,0,0,0,0,0,0,35,1,17,30,130,Fail
1,2,0,9,0,5,1,0,0,35,6,0,2,0,0,451,1,222,0,1,16,0,1,0,0,84,2,72,86,893,Distinction
1,2,0,12,0,0,0,0,0,315,13,1,1,0,1,621,1,450,0,4,84,0,0,0,0,157,2,163,139,1813,Pass
1,2,0,10,0,9,0,0,0,5,0,1,1,0,0,0,0,17,0,0,20,0,0,2,0,67,2,3,22,118,Pass
1,2,0,8,0,9,0,0,0,68,23,1,1,0,0,661,0,258,0,0,62,1,0,1,0,130,2,32,92,1240,Distinction
1,2,0,6,0,2,1,0,0,103,57,0,2,0,0,3954,2,1428,0,1,211,0,0,0,0,80,2,77,157,5917,Pass
1,2,0,5,1,5,1,0,0,1,0,0,2,0,0,0,0,15,1,1,4,0,0,0,0,56,1,1,16,82,Pass
1,2,0,6,2,2,1,0,1,2,5,0,2,0,0,8,1,18,0,1,9,0,0,0,0,72,1,4,34,124,Fail
1,2,0,12,0,2,0,0,0,33,45,1,1,0,0,18,1,96,0,0,7,0,0,0,0,134,2,15,89,353,Pass
1,2,0,12,2,5,0,0,1,2,1,1,1,0,0,0,0,2,0,1,0,0,0,0,0,1,1,2,12,13,Withdrawn
1,2,1,2,0,4,0,0,0,5,0,2,0,0,0,3,0,36,1,0,7,0,0,0,0,86,2,4,34,146,Pass
1,2,0,9,2,8,0,0,1,6,4,1,1,0,0,221,0,121,0,0,11,0,2,0,0,85,1,3,68,457,Pass
1,2,0,2,0,0,0,1,0,18,43,1,1,0,1,208,0,173,0,0,43,0,0,0,0,40,1,9,87,538,Pass
1,2,0,9,0,3,0,0,0,16,10,1,1,0,0,0,0,44,0,0,13,0,1,0,0,77,2,6,40,171,Fail
1,2,0,11,2,2,0,0,1,5,14,1,1,0,0,64,1,54,0,0,12,0,0,0,1,42,1,1,32,198,Fail
1,2,1,10,0,6,1,0,0,14,5,1,1,0,0,43,0,69,0,0,14,0,0,1,0,70,2,15,47,235,Pass
1,2,0,10,2,1,0,0,1,48,35,1,1,0,0,292,0,158,0,0,32,0,0,1,0,119,1,57,113,746,Pass
1,2,0,5,2,4,0,0,1,0,2,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,8,9,Withdrawn
1,2,0,0,2,9,1,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,7,7,Fail
1,2,0,10,2,0,0,1,1,23,46,1,1,0,1,786,0,235,0,1,12,0,0,1,0,85,0,29,98,1222,Fail
1,2,0,2,0,9,0,0,0,26,4,1,1,0,0,11,3,30,0,0,31,0,0,1,0,61,2,11,44,182,Pass
1,2,0,5,2,2,0,0,1,26,9,1,1,0,0,14,1,50,1,0,16,0,0,0,0,99,1,18,40,238,Pass
1,2,0,10,1,7,1,0,0,102,31,0,2,0,0,9,0,152,0,0,18,1,0,1,0,130,1,70,89,517,Pass
1,2,0,6,0,1,0,0,0,53,35,1,1,0,0,19,0,70,0,1,0,0,0,0,0,64,2,16,46,262,Withdrawn
1,2,0,12,2,0,1,0,1,22,15,0,2,0,1,40,0,45,0,0,0,0,0,0,0,54,1,10,45,191,Fail
1,2,0,0,0,7,0,0,0,13,1,1,1,1,0,26,0,22,0,0,1,1,0,0,0,28,2,3,29,100,Withdrawn
1,2,0,5,2,1,0,0,1,6,54,1,1,0,0,53,0,84,1,0,15,0,0,0,0,57,1,2,68,276,Pass
1,2,0,0,3,2,0,0,0,1,0,1,1,1,0,1,1,2,0,0,0,0,0,0,0,0,1,1,9,10,Fail
1,2,0,0,1,3,0,0,0,10,4,1,1,1,0,56,0,49,0,0,12,0,0,0,0,74,1,12,34,221,Pass
1,2,0,12,2,5,0,0,1,35,12,1,1,0,0,1219,0,699,0,4,23,0,0,0,0,128,1,22,112,2146,Pass
1,2,0,10,2,8,0,0,1,3,1,1,1,0,0,0,0,4,0,0,0,0,1,1,0,0,1,2,12,16,Fail
1,2,0,1,2,9,1,0,1,49,48,0,2,0,1,58,0,112,0,0,5,0,0,1,0,60,1,25,69,363,Pass
1,2,0,10,0,4,1,0,0,22,39,0,2,0,0,129,1,187,1,1,5,0,0,1,0,68,2,7,87,465,Pass
1,2,0,0,1,3,0,0,0,18,7,1,1,1,0,349,0,101,0,0,9,0,0,0,0,80,1,15,69,583,Pass
1,2,0,1,0,7,0,0,0,20,9,1,1,0,1,104,0,92,0,0,5,1,0,0,0,71,2,6,64,313,Pass
1,2,0,1,2,4,0,0,1,11,1,1,1,0,1,23,0,45,1,0,10,0,0,0,0,69,1,6,42,171,Pass
1,2,0,0,0,1,0,0,0,23,9,1,1,1,0,1,0,20,0,0,9,0,0,0,0,99,2,7,35,173,Distinction
1,2,0,4,2,6,1,0,1,5,1,0,2,0,0,0,0,2,0,0,1,0,0,0,0,0,1,2,12,15,Fail
1,2,0,0,1,3,0,0,0,48,6,1,1,1,0,80,0,157,0,0,36,0,0,0,0,85,1,27,91,443,Distinction
1,2,1,7,0,3,0,1,0,6,2,2,0,0,0,65,0,66,0,0,23,0,0,0,0,91,1,6,37,262,Pass
1,2,1,3,1,0,1,0,0,99,41,1,1,0,1,217,1,399,0,0,24,0,0,0,0,111,1,57,123,953,Distinction
1,2,0,10,0,9,0,0,0,15,15,1,1,0,0,45,0,116,0,1,11,0,0,2,0,103,2,16,57,328,Pass
1,2,0,10,2,6,1,0,1,15,15,0,2,0,0,2337,1,251,0,4,9,0,0,1,0,54,1,42,93,2733,Pass
1,2,0,8,0,4,0,0,0,34,3,1,1,0,0,42,0,78,1,0,11,1,0,0,0,74,2,14,46,262,Pass
1,2,1,8,0,4,0,0,0,4,3,2,0,0,0,9,0,23,1,0,7,1,0,0,0,75,2,13,31,140,Pass
1,2,0,8,0,3,0,0,0,7,17,1,1,0,0,6,0,39,0,0,0,1,0,0,0,44,2,2,38,120,Fail
1,2,1,8,0,6,0,0,0,88,8,2,0,0,0,51,0,118,0,0,95,1,0,0,0,76,2,40,87,481,Distinction
1,2,0,8,2,6,0,0,1,53,83,1,1,0,0,4690,0,2176,0,0,26,1,0,0,0,77,1,23,130,7133,Pass
1,2,0,8,0,4,0,0,0,80,22,1,1,0,0,77,0,97,1,0,34,1,0,0,0,64,2,36,80,416,Pass
1,2,1,8,0,7,1,0,0,2,9,1,1,0,0,27,0,63,0,0,24,2,0,0,0,78,2,0,38,209,Pass
1,2,1,8,0,7,1,0,0,4,0,1,1,0,0,0,0,14,0,0,15,2,0,0,0,66,2,0,18,105,Pass
1,2,0,12,3,0,0,0,0,15,6,1,1,0,1,1,0,30,0,0,0,0,0,0,0,18,1,10,28,84,Withdrawn
1,2,0,12,2,0,0,0,1,449,13,1,1,0,1,1153,1,498,0,1,26,0,0,0,0,78,1,32,122,2256,Pass
1,2,0,6,0,3,0,0,0,27,12,1,1,0,0,186,0,136,0,1,15,0,0,0,0,75,2,25,77,481,Distinction
1,2,0,11,2,2,0,1,1,12,39,1,1,0,0,14,1,118,0,0,34,0,0,0,1,76,0,2,57,300,Pass
1,2,0,10,0,5,0,0,0,36,6,1,1,0,0,36,0,33,0,1,15,0,0,1,0,73,2,20,54,225,Pass
1,2,0,12,2,5,0,0,1,6,0,1,1,0,0,7,0,39,0,1,5,0,0,0,0,85,1,3,34,150,Pass
1,2,0,5,0,0,0,0,0,5,2,1,1,0,1,2,0,17,1,0,0,0,0,0,0,56,2,1,19,89,Fail
1,2,0,5,2,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,7,7,Fail
1,2,0,7,0,3,0,0,0,46,54,1,1,0,0,68,0,141,0,0,86,0,0,0,0,82,2,17,99,498,Pass
1,2,0,9,0,8,0,0,0,1,0,1,1,0,0,16,0,7,0,0,0,0,2,0,0,25,2,1,13,56,Fail
1,2,0,7,0,3,0,0,0,8,13,1,1,0,0,56,0,45,0,0,27,0,0,0,0,62,2,2,38,217,Pass
1,2,0,10,2,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,8,8,Fail
1,2,0,11,2,4,0,0,1,56,9,1,1,0,0,89,0,144,1,3,2,0,0,0,1,76,1,23,52,408,Fail
1,2,0,1,2,8,0,0,1,3,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,9,12,Withdrawn
1,2,0,5,0,8,0,0,0,2,2,1,1,0,0,5,0,3,1,0,0,0,1,0,0,0,2,2,13,20,Fail
1,2,0,9,0,8,1,0,0,21,28,0,2,0,0,727,0,210,0,0,36,0,2,0,0,95,2,4,93,1127,Distinction
1,2,0,11,0,2,0,1,0,6,30,1,1,0,0,100,1,85,0,0,0,0,0,0,1,83,1,35,44,344,Fail
1,2,0,8,2,1,0,0,1,5,2,1,1,0,0,33,0,38,0,0,6,1,0,0,0,77,1,20,37,186,Pass
1,2,0,6,0,0,0,0,0,23,21,1,1,0,1,1678,0,314,0,1,57,0,0,0,0,82,2,38,105,2219,Pass
1,2,0,11,2,0,0,0,1,7,2,1,1,0,1,46,0,33,0,1,22,0,0,0,1,112,1,2,34,231,Fail
1,2,0,3,2,3,0,0,1,73,1,1,1,0,0,452,1,192,0,0,17,0,0,0,0,74,1,84,79,898,Pass
1,2,0,0,0,8,0,0,0,13,7,1,1,1,0,2925,0,363,0,0,72,0,1,0,0,71,2,2,88,3459,Distinction
1,2,1,6,2,4,0,0,1,268,51,2,0,0,0,1718,0,1213,1,1,34,0,0,0,0,85,1,173,133,3548,Pass
1,2,0,6,1,6,1,0,0,24,8,0,2,0,0,20,0,16,0,1,25,0,0,0,0,18,1,20,32,135,Withdrawn
1,2,0,6,2,7,1,0,1,5,8,0,2,0,0,208,0,50,0,1,9,1,0,0,0,40,1,3,43,329,Withdrawn
1,2,0,10,2,2,0,0,1,2,3,1,1,0,0,46,1,25,0,0,0,0,0,1,0,26,1,1,28,109,Fail
1,2,0,10,2,6,0,0,1,1,0,1,1,0,0,13,0,14,0,0,2,0,0,1,0,64,1,2,21,101,Fail
1,2,0,3,2,5,0,0,1,117,17,1,1,0,0,18,1,194,0,1,10,0,0,0,0,156,1,112,108,630,Pass
1,2,0,4,2,1,1,0,1,108,137,0,2,0,0,5381,0,1651,0,0,102,0,0,0,0,332,1,47,158,7762,Pass
1,2,0,3,0,1,0,1,0,20,11,1,1,0,0,4,1,58,0,0,6,0,0,0,0,50,1,15,42,168,Fail
1,2,0,8,2,7,0,0,1,13,13,1,1,0,0,42,0,46,0,2,0,2,0,0,0,44,1,10,46,176,Fail
1,2,0,10,2,1,0,0,1,7,5,1,1,0,0,161,0,40,0,0,0,0,0,1,0,27,1,1,36,246,Withdrawn
1,2,0,4,0,0,0,0,0,3,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,2,1,9,11,Withdrawn
1,2,0,9,0,7,0,0,0,2,3,1,1,0,0,36,1,68,0,0,1,1,1,0,0,61,2,21,51,199,Pass
1,2,0,10,0,3,0,0,0,33,24,1,1,0,0,46,0,115,0,0,12,0,0,1,0,60,2,31,76,326,Pass
1,2,0,3,2,7,0,0,1,18,10,1,1,0,0,0,1,21,0,0,0,1,0,0,0,30,1,6,13,91,Withdrawn
1,2,0,5,0,0,1,0,0,4,1,0,2,0,1,2,0,4,1,0,0,0,0,0,0,1,2,2,17,20,Fail
1,2,0,10,2,7,0,0,1,20,14,1,1,0,0,110,0,44,0,2,17,1,0,1,0,98,1,13,58,324,Pass
1,2,0,12,0,4,1,0,0,46,33,0,2,0,0,116,0,79,1,0,11,0,0,0,0,102,2,12,77,404,Pass
1,2,0,12,2,3,1,0,1,14,2,0,2,0,0,258,0,68,0,0,18,0,0,0,0,86,1,7,51,457,Pass
1,2,0,0,2,6,0,0,1,8,0,1,1,1,0,0,0,9,0,0,1,0,0,0,0,20,1,2,12,45,Withdrawn
1,2,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,1,7,7,Withdrawn
1,2,0,12,1,0,0,0,0,33,18,1,1,0,1,16,0,47,0,0,0,0,0,0,0,17,1,23,30,158,Fail
1,2,0,0,0,7,0,0,0,5,8,1,1,1,0,34,0,14,0,0,0,1,0,0,0,1,2,2,21,70,Withdrawn
1,2,0,7,0,2,0,0,0,20,8,1,1,0,0,248,1,72,0,0,17,0,0,0,0,78,2,5,69,453,Distinction
1,2,0,10,2,5,1,1,1,16,4,0,2,0,0,211,0,84,0,1,52,0,0,1,0,71,0,5,68,448,Pass
1,2,0,7,2,2,0,0,1,4,1,1,1,0,0,24,1,21,0,0,1,0,0,0,0,15,1,1,19,72,Withdrawn
1,2,0,10,2,4,1,0,1,22,7,0,2,0,0,504,1,99,1,0,27,0,0,1,0,142,1,17,84,825,Pass
1,2,0,6,1,2,1,0,0,56,16,0,2,0,0,401,1,237,0,1,38,0,0,0,0,79,1,52,107,884,Pass
1,2,0,10,0,7,1,0,0,1,0,0,2,0,0,15,0,1,0,0,0,1,0,1,0,3,2,1,11,27,Withdrawn
1,2,0,3,0,1,0,0,0,31,9,1,1,0,0,124,1,73,0,0,13,0,0,0,0,81,2,26,69,362,Pass
1,2,1,12,0,3,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,7,7,Fail
1,2,0,3,2,1,0,0,1,4,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,5,11,17,Withdrawn
1,2,0,6,2,5,0,0,1,1,0,1,1,0,0,0,0,2,0,2,0,0,0,0,0,15,1,1,11,25,Fail
1,2,0,12,0,0,0,0,0,2,12,1,1,0,1,338,0,127,0,0,15,0,0,0,0,87,2,1,58,587,Fail
1,2,0,11,0,1,0,0,0,4,0,1,1,0,0,2,0,13,0,0,7,0,0,0,1,63,2,15,26,109,Pass
1,2,0,5,2,0,0,1,1,0,1,1,1,0,1,11,0,14,1,0,0,0,0,0,0,51,0,1,19,83,Fail
1,2,0,9,2,5,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,7,7,Withdrawn
1,2,0,3,2,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,7,7,Fail
1,2,0,5,0,3,0,0,0,13,1,1,1,0,0,1,0,32,1,0,5,0,0,0,0,72,2,5,26,134,Fail
1,2,0,5,0,1,0,1,0,78,30,1,1,0,0,35,0,201,1,0,37,0,0,0,0,101,1,91,114,577,Pass
1,2,0,9,0,0,0,0,0,49,22,1,1,0,1,146,0,198,0,0,43,0,1,0,0,77,2,29,85,570,Pass
1,2,0,8,2,1,1,0,1,0,3,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,8,10,Fail
1,2,0,6,2,5,0,0,1,80,26,1,1,0,0,367,0,239,0,2,4,0,0,0,0,75,1,47,120,844,Pass
1,2,0,6,1,6,0,0,0,8,8,1,1,0,0,0,0,7,0,1,1,0,0,0,0,0,1,3,13,31,Withdrawn
1,2,0,10,2,2,1,1,1,53,10,0,2,0,0,111,3,134,0,2,4,0,0,1,0,50,0,43,57,414,Fail
1,2,0,3,0,0,1,0,0,13,20,0,2,0,1,341,1,92,0,0,25,0,0,0,0,69,2,16,68,582,Pass
1,2,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,2,1,9,9,Fail
1,2,0,9,2,2,1,0,1,35,3,0,2,0,0,114,1,103,0,0,63,0,1,0,0,99,1,0,47,423,Pass
1,2,0,3,2,1,0,0,1,5,5,1,1,0,0,46,1,56,0,0,0,0,0,0,0,30,1,2,34,149,Withdrawn
1,2,1,6,0,5,0,0,0,2,5,2,0,0,0,24,0,17,0,2,0,0,0,0,0,22,2,2,23,78,Withdrawn
1,2,0,10,1,4,0,0,0,10,3,1,1,0,0,37,0,46,1,0,20,0,0,1,0,72,1,9,42,202,Pass
1,2,0,3,1,2,0,0,0,27,19,1,1,0,0,2,2,42,0,0,0,0,0,0,0,99,1,11,50,205,Withdrawn
